StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month,StateName_clean,DistrictName_clean,BlockName_clean,Sector_clean,Category_clean,Crop_clean,QueryType_clean,QueryText_clean,KccAns_clean,CreatedOn_clean,combined_clean_text,language,structure,chunks
MAHARASHTRA,WARDHA,ARVI,,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,asked about Agricultural Produce Market Committee Amravati Tur market price,09/05/2025 कृषी उत्पन्न बाजार समिती अमरावती तूर बाजार भाव 6900 - 7177 रुपये प्रति क्विंटल,2025-05-09T19:03:12.173,2025,5,MAHARASHTRA,WARDHA,ARVI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,asked about Agricultural Produce Market Committee Amravati Tur market price,09/05/2025 कृषी उत्पन्न बाजार समिती अमरावती तूर बाजार भाव 6900 - 7177 रुपये प्रति क्विंटल,2025-05-09T19:03:12.173,MAHARASHTRA WARDHA ARVI AGRICULTURE Pulses Bengal Gram (Gram/Chick Pea/Kabuli/Chana) Market Information asked about Agricultural Produce Market Committee Amravati Tur market price 09/05/2025 कृषी उत्पन्न बाजार समिती अमरावती तूर बाजार भाव 6900 - 7177 रुपये प्रति क्विंटल 2025-05-09T19:03:12.173,en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,MAHAGAON,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)","
FARMER ASKED ABOUT HOW MANY DAYS REQUIRED FOR FIRST HARVESTING OF VEGETABLE OKRA CROP ?
",हिरव्या भेंडीचा पहिला तोडा हा लागवडीपासून ४५ ते ५० दिवसापासून सुरु होतो,2025-05-01T07:07:12.183,2025,5,MAHARASHTRA,YEVATMAL,MAHAGAON,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",FARMER ASKED ABOUT HOW MANY DAYS REQUIRED FOR FIRST HARVESTING OF VEGETABLE OKRA CROP ?,हिरव्या भेंडीचा पहिला तोडा हा लागवडीपासून ४५ ते ५० दिवसापासून सुरु होतो,2025-05-01T07:07:12.183,"MAHARASHTRA YEVATMAL MAHAGAON HORTICULTURE Vegetables Bhindi(Okra/Ladysfinger) Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) FARMER ASKED ABOUT HOW MANY DAYS REQUIRED FOR FIRST HARVESTING OF VEGETABLE OKRA CROP ? हिरव्या भेंडीचा पहिला तोडा हा लागवडीपासून ४५ ते ५० दिवसापासून सुरु होतो 2025-05-01T07:07:12.183",en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,RALEGAON,,AGRICULTURE,Others,Others,Government Schemes,farmer ask about information of Namo Shetkari sanman Nidhi scheme,नमो शेतकरी सन्मान योजना चे पैसे जमा करण्यात आलेले आहे,2025-05-04T09:05:15.64,2025,5,MAHARASHTRA,YEVATMAL,RALEGAON,AGRICULTURE,Others,Others,Government Schemes,farmer ask about information of Namo Shetkari sanman Nidhi scheme,नमो शेतकरी सन्मान योजना चे पैसे जमा करण्यात आलेले आहे,2025-05-04T09:05:15.64,MAHARASHTRA YEVATMAL RALEGAON AGRICULTURE Others Others Government Schemes farmer ask about information of Namo Shetkari sanman Nidhi scheme नमो शेतकरी सन्मान योजना चे पैसे जमा करण्यात आलेले आहे 2025-05-04T09:05:15.64,en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,NER,,AGRICULTURE,Others,Others,Government Schemes,"
Farmer asked about Contact Number of  PM Kisan Sanman Nidhi Yojana?
","•	प्रधानमंत्री किसान सन्मान निधी योजना संबंधी अधिक माहितीसाठी 011-24300606
नंबर वर संपर्क साधावा
",2025-05-05T10:26:01.07,2025,5,MAHARASHTRA,YEVATMAL,NER,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Contact Number of PM Kisan Sanman Nidhi Yojana?,• प्रधानमंत्री किसान सन्मान निधी योजना संबंधी अधिक माहितीसाठी 011-24300606 नंबर वर संपर्क साधावा,2025-05-05T10:26:01.07,MAHARASHTRA YEVATMAL NER AGRICULTURE Others Others Government Schemes Farmer asked about Contact Number of PM Kisan Sanman Nidhi Yojana? • प्रधानमंत्री किसान सन्मान निधी योजना संबंधी अधिक माहितीसाठी 011-24300606 नंबर वर संपर्क साधावा 2025-05-05T10:26:01.07,en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,GHATANJI,,AGRICULTURE,Others,Others,Sowing Time and Weather,asked about kharip season crops,"--खरीप पिके -  तूर , सोयाबीन , उडीद , मूग व कपाशी ",2025-05-18T10:59:39.367,2025,5,MAHARASHTRA,YEVATMAL,GHATANJI,AGRICULTURE,Others,Others,Sowing Time and Weather,asked about kharip season crops,"--खरीप पिके - तूर , सोयाबीन , उडीद , मूग व कपाशी",2025-05-18T10:59:39.367,"MAHARASHTRA YEVATMAL GHATANJI AGRICULTURE Others Others Sowing Time and Weather asked about kharip season crops --खरीप पिके - तूर , सोयाबीन , उडीद , मूग व कपाशी 2025-05-18T10:59:39.367",en,Doc,['MAHARASHTRA']
MAHARASHTRA,YEVATMAL,KALAMB,,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,farmer asked about information of turmeric seed ,साठवलेल्या हळदीच्या कंदांवरती आपण चुकून तन नाशक पावडर फवारली असेल तर ते बियाणे लागवडीसाठी वापरू नये धन्यवाद ,2025-05-21T11:44:36.06,2025,5,MAHARASHTRA,YEVATMAL,KALAMB,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,farmer asked about information of turmeric seed,साठवलेल्या हळदीच्या कंदांवरती आपण चुकून तन नाशक पावडर फवारली असेल तर ते बियाणे लागवडीसाठी वापरू नये धन्यवाद,2025-05-21T11:44:36.06,MAHARASHTRA YEVATMAL KALAMB HORTICULTURE Condiments and Spices Turmeric Cultural Practices farmer asked about information of turmeric seed साठवलेल्या हळदीच्या कंदांवरती आपण चुकून तन नाशक पावडर फवारली असेल तर ते बियाणे लागवडीसाठी वापरू नये धन्यवाद 2025-05-21T11:44:36.06,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,WARUD,,AGRICULTURE,Others,Others,Government Schemes,"farmer ask about Namo shetkari maha Samman Nidhi Yojana information ?
","नमो शेतकरी सन्मान निधी योजनेची साईड आता बंद आहे त्यामुळे आपले स्टेटस चेक करता येत नाही धन्यवाद
",2025-05-09T11:50:08.98,2025,5,MAHARASHTRA,AMRAVATI,WARUD,AGRICULTURE,Others,Others,Government Schemes,farmer ask about Namo shetkari maha Samman Nidhi Yojana information ?,नमो शेतकरी सन्मान निधी योजनेची साईड आता बंद आहे त्यामुळे आपले स्टेटस चेक करता येत नाही धन्यवाद,2025-05-09T11:50:08.98,MAHARASHTRA AMRAVATI WARUD AGRICULTURE Others Others Government Schemes farmer ask about Namo shetkari maha Samman Nidhi Yojana information ? नमो शेतकरी सन्मान निधी योजनेची साईड आता बंद आहे त्यामुळे आपले स्टेटस चेक करता येत नाही धन्यवाद 2025-05-09T11:50:08.98,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,CHANDUR BZ,,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Agri Loan Wavier schemes ?,"शेतकरी कर्जमाफी संदर्भात शासनाकडून अद्याप कोणतीही माहिती उपलब्ध नाही, धन्यवाद",2025-05-13T18:21:46.347,2025,5,MAHARASHTRA,AMRAVATI,CHANDUR BZ,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Agri Loan Wavier schemes ?,"शेतकरी कर्जमाफी संदर्भात शासनाकडून अद्याप कोणतीही माहिती उपलब्ध नाही, धन्यवाद",2025-05-13T18:21:46.347,"MAHARASHTRA AMRAVATI CHANDUR BZ AGRICULTURE Others Others Government Schemes Farmer asked about Agri Loan Wavier schemes ? शेतकरी कर्जमाफी संदर्भात शासनाकडून अद्याप कोणतीही माहिती उपलब्ध नाही, धन्यवाद 2025-05-13T18:21:46.347",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,NANDGAON KH,,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,Farmer asked about market rate of Tur in Amaravati Market ?,"अमरावती तूर बाजार भाव- कमीत कमी- 6900 रु/क्विंटल, जास्तीत जास्त- 7220 रु/ क्विंटल, सरासरी- 7060 रु/ क्विंटल.धन्यवाद",2025-05-14T20:05:08.21,2025,5,MAHARASHTRA,AMRAVATI,NANDGAON KH,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Market Information,Farmer asked about market rate of Tur in Amaravati Market ?,"अमरावती तूर बाजार भाव- कमीत कमी- 6900 रु/क्विंटल, जास्तीत जास्त- 7220 रु/ क्विंटल, सरासरी- 7060 रु/ क्विंटल.धन्यवाद",2025-05-14T20:05:08.21,"MAHARASHTRA AMRAVATI NANDGAON KH AGRICULTURE Pulses Pigeon pea (red gram/arhar/tur) Market Information Farmer asked about market rate of Tur in Amaravati Market ? अमरावती तूर बाजार भाव- कमीत कमी- 6900 रु/क्विंटल, जास्तीत जास्त- 7220 रु/ क्विंटल, सरासरी- 7060 रु/ क्विंटल.धन्यवाद 2025-05-14T20:05:08.21",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,NANDGAON KH,,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked about market rate of Gram in Amaravati Market ?,"अमरावती हरभरा बाजार भाव- कमीत कमी- 5400 रु/क्विंटल, जास्तीत जास्त- 5550 रु/ क्विंटल, सरासरी- 5475 रु/ क्विंटल.धन्यवाद",2025-05-14T20:06:19.48,2025,5,MAHARASHTRA,AMRAVATI,NANDGAON KH,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked about market rate of Gram in Amaravati Market ?,"अमरावती हरभरा बाजार भाव- कमीत कमी- 5400 रु/क्विंटल, जास्तीत जास्त- 5550 रु/ क्विंटल, सरासरी- 5475 रु/ क्विंटल.धन्यवाद",2025-05-14T20:06:19.48,"MAHARASHTRA AMRAVATI NANDGAON KH AGRICULTURE Pulses Bengal Gram (Gram/Chick Pea/Kabuli/Chana) Market Information Farmer asked about market rate of Gram in Amaravati Market ? अमरावती हरभरा बाजार भाव- कमीत कमी- 5400 रु/क्विंटल, जास्तीत जास्त- 5550 रु/ क्विंटल, सरासरी- 5475 रु/ क्विंटल.धन्यवाद 2025-05-14T20:06:19.48",en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,TIWSA,,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,"
What are the market prices of gram in Amravati?",हरभऱ्याचे अमरावतीचे बाजार भाव -5200-5400 रूपये प्रति क्विंटल ,2025-05-15T18:39:07.613,2025,5,MAHARASHTRA,AMRAVATI,TIWSA,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,What are the market prices of gram in Amravati?,हरभऱ्याचे अमरावतीचे बाजार भाव -5200-5400 रूपये प्रति क्विंटल,2025-05-15T18:39:07.613,MAHARASHTRA AMRAVATI TIWSA AGRICULTURE Pulses Bengal Gram (Gram/Chick Pea/Kabuli/Chana) Market Information What are the market prices of gram in Amravati? हरभऱ्याचे अमरावतीचे बाजार भाव -5200-5400 रूपये प्रति क्विंटल 2025-05-15T18:39:07.613,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,TIWSA,,AGRICULTURE,Others,Others,Government Schemes,farmer asked about to check beneficiary status of Pradhan mantri Kisan Sanman Nidhi Yojana ?,प्रधानमंत्री किसान सन्मान निधी योजनेचे  कागदपत्रे सीएससी सेंटर मध्ये अपलोड होत नसेल तर कृषी अधिकारी कार्यालय मध्ये संपर्क करावा धन्यवाद,2025-05-16T13:33:40.563,2025,5,MAHARASHTRA,AMRAVATI,TIWSA,AGRICULTURE,Others,Others,Government Schemes,farmer asked about to check beneficiary status of Pradhan mantri Kisan Sanman Nidhi Yojana ?,प्रधानमंत्री किसान सन्मान निधी योजनेचे कागदपत्रे सीएससी सेंटर मध्ये अपलोड होत नसेल तर कृषी अधिकारी कार्यालय मध्ये संपर्क करावा धन्यवाद,2025-05-16T13:33:40.563,MAHARASHTRA AMRAVATI TIWSA AGRICULTURE Others Others Government Schemes farmer asked about to check beneficiary status of Pradhan mantri Kisan Sanman Nidhi Yojana ? प्रधानमंत्री किसान सन्मान निधी योजनेचे कागदपत्रे सीएससी सेंटर मध्ये अपलोड होत नसेल तर कृषी अधिकारी कार्यालय मध्ये संपर्क करावा धन्यवाद 2025-05-16T13:33:40.563,en,Doc,['MAHARASHTRA']
MAHARASHTRA,AMRAVATI,AMRAVATI,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTACT NUMBER OF AGRICULTURE DEPARTMENT ?,"
संपर्क क्रमांक कृषी विभाग :- १८००२३३४०००.",2025-05-21T13:11:27.077,2025,5,MAHARASHTRA,AMRAVATI,AMRAVATI,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTACT NUMBER OF AGRICULTURE DEPARTMENT ?,संपर्क क्रमांक कृषी विभाग :- १८००२३३४०००.,2025-05-21T13:11:27.077,MAHARASHTRA AMRAVATI AMRAVATI AGRICULTURE Others Others Government Schemes FARMER ASKED ABOUT CONTACT NUMBER OF AGRICULTURE DEPARTMENT ? संपर्क क्रमांक कृषी विभाग :- १८००२३३४०००. 2025-05-21T13:11:27.077,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,BULDANA,,HORTICULTURE,Vegetables,Bitter Gourd,	Plant Protection	,FARMER ASKED ABOUT SILICON DOSE FOR BITTER GOURD?,सिलिकॉन एक ते दोन मिली प्रति लिटर द्यावे.,2025-05-08T12:51:11.287,2025,5,MAHARASHTRA,BULDANA,BULDANA,HORTICULTURE,Vegetables,Bitter Gourd,Plant Protection,FARMER ASKED ABOUT SILICON DOSE FOR BITTER GOURD?,सिलिकॉन एक ते दोन मिली प्रति लिटर द्यावे.,2025-05-08T12:51:11.287,MAHARASHTRA BULDANA BULDANA HORTICULTURE Vegetables Bitter Gourd Plant Protection FARMER ASKED ABOUT SILICON DOSE FOR BITTER GOURD? सिलिकॉन एक ते दोन मिली प्रति लिटर द्यावे. 2025-05-08T12:51:11.287,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,MALKAPUR,,HORTICULTURE,Vegetables,Pumpkin,Market Information,Asking about market for small size pumkin ?,कमी आकाराच्या डांगर भोपळ्याला कमी प्रमाणामध्ये भाव मिळेल धन्यवाद,2025-05-10T19:59:39.263,2025,5,MAHARASHTRA,BULDANA,MALKAPUR,HORTICULTURE,Vegetables,Pumpkin,Market Information,Asking about market for small size pumkin ?,कमी आकाराच्या डांगर भोपळ्याला कमी प्रमाणामध्ये भाव मिळेल धन्यवाद,2025-05-10T19:59:39.263,MAHARASHTRA BULDANA MALKAPUR HORTICULTURE Vegetables Pumpkin Market Information Asking about market for small size pumkin ? कमी आकाराच्या डांगर भोपळ्याला कमी प्रमाणामध्ये भाव मिळेल धन्यवाद 2025-05-10T19:59:39.263,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,MALKAPUR,,HORTICULTURE,Vegetables,Pumpkin,	Plant Protection	,FARMER  ASKED ABOUT SPRAY FOR CONTROL OF RUST ATTACK ON CROP ?,"SAAF Carbendazim 12% and Mancozeb 63% WP ) हे बुरशीनाशक ३० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..! 

",2025-05-10T21:10:50.05,2025,5,MAHARASHTRA,BULDANA,MALKAPUR,HORTICULTURE,Vegetables,Pumpkin,Plant Protection,FARMER ASKED ABOUT SPRAY FOR CONTROL OF RUST ATTACK ON CROP ?,SAAF Carbendazim 12% and Mancozeb 63% WP ) हे बुरशीनाशक ३० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!,2025-05-10T21:10:50.05,MAHARASHTRA BULDANA MALKAPUR HORTICULTURE Vegetables Pumpkin Plant Protection FARMER ASKED ABOUT SPRAY FOR CONTROL OF RUST ATTACK ON CROP ? SAAF Carbendazim 12% and Mancozeb 63% WP ) हे बुरशीनाशक ३० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..! 2025-05-10T21:10:50.05,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,CHIKHLI,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT PHONE NO. OF NEW POULTRY BREED?,डॉ पंजाबराव देशमुख कृषी विद्यापीठ अकोला - ०७२४ - २२५८३७२ ,2025-05-13T15:52:37.223,2025,5,MAHARASHTRA,BULDANA,CHIKHLI,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT PHONE NO. OF NEW POULTRY BREED?,डॉ पंजाबराव देशमुख कृषी विद्यापीठ अकोला - ०७२४ - २२५८३७२,2025-05-13T15:52:37.223,MAHARASHTRA BULDANA CHIKHLI AGRICULTURE Others Others Government Schemes FARMER ASKED ABOUT PHONE NO. OF NEW POULTRY BREED? डॉ पंजाबराव देशमुख कृषी विद्यापीठ अकोला - ०७२४ - २२५८३७२ 2025-05-13T15:52:37.223,en,Doc,['MAHARASHTRA']
MAHARASHTRA,BULDANA,KHAMGAON,,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,FARMER ASKED ABOUT ABOUT COTTON CULTIVATION IN KHARIF SEASON?,कापूस पिकाची लागवड पाण्याची सोय असेल तर करू शकता,2025-05-17T11:13:14.4,2025,5,MAHARASHTRA,BULDANA,KHAMGAON,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,FARMER ASKED ABOUT ABOUT COTTON CULTIVATION IN KHARIF SEASON?,कापूस पिकाची लागवड पाण्याची सोय असेल तर करू शकता,2025-05-17T11:13:14.4,MAHARASHTRA BULDANA KHAMGAON AGRICULTURE Fiber Crops Cotton (Kapas) Cultural Practices FARMER ASKED ABOUT ABOUT COTTON CULTIVATION IN KHARIF SEASON? कापूस पिकाची लागवड पाण्याची सोय असेल तर करू शकता 2025-05-17T11:13:14.4,en,Doc,['MAHARASHTRA']
MAHARASHTRA,NAGPUR,UMRED,,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Toll free number regarding well subsidy ?,विहीर अनुदान संदर्भात टोल फ्री नंबर 1800-233-2005 आहे. या नंबरवर तुम्ही संबंधित माहिती किंवा तक्रार नोंदवू शकता. धन्यवाद!!!,2025-05-03T12:00:55.767,2025,5,MAHARASHTRA,NAGPUR,UMRED,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about Toll free number regarding well subsidy ?,विहीर अनुदान संदर्भात टोल फ्री नंबर 1800-233-2005 आहे. या नंबरवर तुम्ही संबंधित माहिती किंवा तक्रार नोंदवू शकता. धन्यवाद!!!,2025-05-03T12:00:55.767,MAHARASHTRA NAGPUR UMRED AGRICULTURE Others Others Government Schemes Farmer asked about Toll free number regarding well subsidy ? विहीर अनुदान संदर्भात टोल फ्री नंबर 1800-233-2005 आहे. या नंबरवर तुम्ही संबंधित माहिती किंवा तक्रार नोंदवू शकता. धन्यवाद!!! 2025-05-03T12:00:55.767,en,Doc,['MAHARASHTRA']
MAHARASHTRA,NAGPUR,SAONER,,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,ASKED ABOUT VARIETY OF PAPAYA ?,पपई वान = तैवान 786,2025-05-18T19:16:23.057,2025,5,MAHARASHTRA,NAGPUR,SAONER,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,ASKED ABOUT VARIETY OF PAPAYA ?,पपई वान = तैवान 786,2025-05-18T19:16:23.057,MAHARASHTRA NAGPUR SAONER HORTICULTURE Fruits Papaya Seeds and Planting Material ASKED ABOUT VARIETY OF PAPAYA ? पपई वान = तैवान 786 2025-05-18T19:16:23.057,en,Doc,['MAHARASHTRA']
MAHARASHTRA,MUMBAI,MUMBAI,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTACT NUMBER OF EPFO?, Free Number : 1800118005,2025-05-21T08:41:02.717,2025,5,MAHARASHTRA,MUMBAI,MUMBAI,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTACT NUMBER OF EPFO?,Free Number : 1800118005,2025-05-21T08:41:02.717,MAHARASHTRA MUMBAI MUMBAI AGRICULTURE Others Others Government Schemes FARMER ASKED ABOUT CONTACT NUMBER OF EPFO? Free Number : 1800118005 2025-05-21T08:41:02.717,en,Doc,['MAHARASHTRA']
MAHARASHTRA,MUMBAI,MUMBAI,,AGRICULTURE,Others,Others,Government Schemes,Farmers asked about Farmer ID registration ?,फार्मर आयडी रजिस्ट्रेशन बद्दल शेतकऱ्यांनी कॉमन सर्विस सेंटर मध्ये जाऊन चेक करावे धन्यवाद,2025-05-22T19:17:47.2,2025,5,MAHARASHTRA,MUMBAI,MUMBAI,AGRICULTURE,Others,Others,Government Schemes,Farmers asked about Farmer ID registration ?,फार्मर आयडी रजिस्ट्रेशन बद्दल शेतकऱ्यांनी कॉमन सर्विस सेंटर मध्ये जाऊन चेक करावे धन्यवाद,2025-05-22T19:17:47.2,MAHARASHTRA MUMBAI MUMBAI AGRICULTURE Others Others Government Schemes Farmers asked about Farmer ID registration ? फार्मर आयडी रजिस्ट्रेशन बद्दल शेतकऱ्यांनी कॉमन सर्विस सेंटर मध्ये जाऊन चेक करावे धन्यवाद 2025-05-22T19:17:47.2,en,Doc,['MAHARASHTRA']
MAHARASHTRA,GONDIYA,SADAK ARJUNI,,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"Answer inspired 
Hover to view link
INDIA METEOROLOGICAL DEPARTMENT (IMD)
Here is the weather forecast for Sadak Arjuni, Gondiya district, Maharashtra:

- Saturday, 2025-05-17:
- Rainfall: 1.0 mm
- Max Temperature: 44.0 °C
- Min Temperature: 26.0 °C

- Sunday, 2025-05-18:
- Rainfall: 0.0 mm
- Max Temperature: 36.0 °C
- Min Temperature: 24.0 °C

- Monday, 2025-05-19:
- Rainfall: 3.0 mm
- Max Temperature: 37.0 °C
- Min Temperature: 25.0 °C

- Tuesday, 2025-05-20:
- Rainfall: 3.0 mm
- Max Temperature: 42.0 °C
- Min Temperature: 25.0 °C

- Wednesday, 2025-05-21:
- Rainfall: 3.0 mm
- Max Temperature: 41.0 °C
- Min Temperature: 22.0 °C

- Average Stats:
- Total Rainfall: 2.0 mm
- Max Temperature: 40.0 °C
- Min Temperature: 24.4 °C

  Summarize
Translated to marathi
महाराष्ट्रातील गोंदिया जिल्ह्यातील सडक अर्जुनीसाठी हवामानाचा अंदाज असा आहेः-शनिवार, 2025-05-17:-पाऊसः 1 मिमी-कमाल तापमानः 44 डिग्री सेल्सियस-किमान तापमानः 26 डिग्री सेल्सियस-रविवार, 2025-05-18-पाऊसः 0.0 मिमी-कमाल तापमानः 36 डिग्री सेल्सियस-किमान तापमानः 24 डिग्री सेल्सियस-सोमवार, 2025-05-19:-पाऊसः 3 मिमी-कमाल तापमानः 37 डिग्री सेल्सियस-किमान तापमानः 25 डिग्री सेल्सियस-मंगळवार, 2025-05-20:-पाऊसः 3 मिमी-कमाल तापमानः 42 डिग्री सेल्सियस-किमान तापमानः 25 डिग्री सेल्सियस-बुधवार, 2025-05-19",2025-05-16T21:35:39.837,2025,5,MAHARASHTRA,GONDIYA,SADAK ARJUNI,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"Answer inspired Hover to view link INDIA METEOROLOGICAL DEPARTMENT (IMD) Here is the weather forecast for Sadak Arjuni, Gondiya district, Maharashtra: - Saturday, 2025-05-17: - Rainfall: 1.0 mm - Max Temperature: 44.0 °C - Min Temperature: 26.0 °C - Sunday, 2025-05-18: - Rainfall: 0.0 mm - Max Temperature: 36.0 °C - Min Temperature: 24.0 °C - Monday, 2025-05-19: - Rainfall: 3.0 mm - Max Temperature: 37.0 °C - Min Temperature: 25.0 °C - Tuesday, 2025-05-20: - Rainfall: 3.0 mm - Max Temperature: 42.0 °C - Min Temperature: 25.0 °C - Wednesday, 2025-05-21: - Rainfall: 3.0 mm - Max Temperature: 41.0 °C - Min Temperature: 22.0 °C - Average Stats: - Total Rainfall: 2.0 mm - Max Temperature: 40.0 °C - Min Temperature: 24.4 °C Summarize Translated to marathi महाराष्ट्रातील गोंदिया जिल्ह्यातील सडक अर्जुनीसाठी हवामानाचा अंदाज असा आहेः-शनिवार, 2025-05-17:-पाऊसः 1 मिमी-कमाल तापमानः 44 डिग्री सेल्सियस-किमान तापमानः 26 डिग्री सेल्सियस-रविवार, 2025-05-18-पाऊसः 0.0 मिमी-कमाल तापमानः 36 डिग्री सेल्सियस-किमान तापमानः 24 डिग्री सेल्सियस-सोमवार, 2025-05-19:-पाऊसः 3 मिमी-कमाल तापमानः 37 डिग्री सेल्सियस-किमान तापमानः 25 डिग्री सेल्सियस-मंगळवार, 2025-05-20:-पाऊसः 3 मिमी-कमाल तापमानः 42 डिग्री सेल्सियस-किमान तापमानः 25 डिग्री सेल्सियस-बुधवार, 2025-05-19",2025-05-16T21:35:39.837,"MAHARASHTRA GONDIYA SADAK ARJUNI AGRICULTURE Others Others Weather Farmer asked query on Weather Answer inspired Hover to view link INDIA METEOROLOGICAL DEPARTMENT (IMD) Here is the weather forecast for Sadak Arjuni, Gondiya district, Maharashtra: - Saturday, 2025-05-17: - Rainfall: 1.0 mm - Max Temperature: 44.0 °C - Min Temperature: 26.0 °C - Sunday, 2025-05-18: - Rainfall: 0.0 mm - Max Temperature: 36.0 °C - Min Temperature: 24.0 °C - Monday, 2025-05-19: - Rainfall: 3.0 mm - Max Temperature: 37.0 °C - Min Temperature: 25.0 °C - Tuesday, 2025-05-20: - Rainfall: 3.0 mm - Max Temperature: 42.0 °C - Min Temperature: 25.0 °C - Wednesday, 2025-05-21: - Rainfall: 3.0 mm - Max Temperature: 41.0 °C - Min Temperature: 22.0 °C - Average Stats: - Total Rainfall: 2.0 mm - Max Temperature: 40.0 °C - Min Temperature: 24.4 °C Summarize Translated to marathi महाराष्ट्रातील गोंदिया जिल्ह्यातील सडक अर्जुनीसाठी हवामानाचा अंदाज असा आहेः-शनिवार, 2025-05-17:-पाऊसः 1 मिमी-कमाल तापमानः 44 डिग्री सेल्सियस-किमान तापमानः 26 डिग्री सेल्सियस-रविवार, 2025-05-18-पाऊसः 0.0 मिमी-कमाल तापमानः 36 डिग्री सेल्सियस-किमान तापमानः 24 डिग्री सेल्सियस-सोमवार, 2025-05-19:-पाऊसः 3 मिमी-कमाल तापमानः 37 डिग्री सेल्सियस-किमान तापमानः 25 डिग्री सेल्सियस-मंगळवार, 2025-05-20:-पाऊसः 3 मिमी-कमाल तापमानः 42 डिग्री सेल्सियस-किमान तापमानः 25 डिग्री सेल्सियस-बुधवार, 2025-05-19 2025-05-16T21:35:39.837",en,Doc,['MAHARASHTRA']
